frozenset(['doors_5_more']),frozenset(['lug_boot_big']),0.33333333333333337
frozenset(['lug_boot_big']),frozenset(['doors_5_more']),0.25
frozenset(['maint_med']),frozenset(['doors_4']),0.25
frozenset(['doors_4']),frozenset(['maint_med']),0.25
frozenset(['class_unacc']),frozenset(['maint_high']),0.25950413223140495
frozenset(['maint_high']),frozenset(['class_unacc']),0.7268518518518519
frozenset(['doors_2']),frozenset(['persons_4']),0.33333333333333337
frozenset(['persons_4']),frozenset(['doors_2']),0.25
frozenset(['persons_more']),frozenset(['buying_med']),0.25
frozenset(['buying_med']),frozenset(['persons_more']),0.33333333333333337
frozenset(['class_acc']),frozenset(['lug_boot_big']),0.375
frozenset(['lug_boot_big']),frozenset(['class_acc']),0.25
frozenset(['buying_high']),frozenset(['safety_med']),0.33333333333333337
frozenset(['safety_med']),frozenset(['buying_high']),0.25
frozenset(['safety_low']),frozenset(['maint_vhigh']),0.25
frozenset(['maint_vhigh']),frozenset(['safety_low']),0.33333333333333337
frozenset(['doors_4']),frozenset(['lug_boot_big']),0.33333333333333337
frozenset(['lug_boot_big']),frozenset(['doors_4']),0.25
frozenset(['doors_3']),frozenset(['buying_low']),0.25
frozenset(['buying_low']),frozenset(['doors_3']),0.25
frozenset(['lug_boot_small']),frozenset(['safety_low']),0.3333333333333333
frozenset(['safety_low']),frozenset(['lug_boot_small']),0.3333333333333333
frozenset(['buying_vhigh']),frozenset(['safety_high']),0.33333333333333337
frozenset(['safety_high']),frozenset(['buying_vhigh']),0.25
frozenset(['class_v_good']),frozenset(['buying_med']),0.4
frozenset(['persons_4']),frozenset(['buying_low']),0.25
frozenset(['buying_low']),frozenset(['persons_4']),0.33333333333333337
frozenset(['maint_low']),frozenset(['doors_5_more']),0.25
frozenset(['doors_5_more']),frozenset(['maint_low']),0.25
frozenset(['class_good']),frozenset(['maint_med']),0.3333333333333333
frozenset(['maint_low']),frozenset(['persons_more']),0.33333333333333337
frozenset(['persons_more']),frozenset(['maint_low']),0.25
frozenset(['maint_med']),frozenset(['buying_low']),0.25
frozenset(['buying_low']),frozenset(['maint_med']),0.25
frozenset(['lug_boot_small']),frozenset(['maint_high']),0.25
